Audio File ID,Target Text,Coded Lines,Speaker ID,Start Time,End Time
interview-26f-72,I told them that I'm a person who stutters with a special interest in stuttering,I told them that I'm a person who stutters with a special interest in stuttering,SP01,288.0,291.45
interview-26f-73,and I felt like that allowed me to communicate really effectively with them regardless of any stuttering more even so,and I felt like that allowed me to &-um communicate really effectively with them regardless of any stuttering more even so,SP01,291.45,300.85
interview-26f-74,that's cool,that's really cool,SP02,300.85,302.0
interview-26f-75,if you didn't stutter would anything be different in your life,&-um if you didn't stutter would anything be different in your life,SP02,302.0,304.8
interview-26f-76,I wonder if I would have chosen my career as a speech language pathologist,I wonder if I would have chosen my career as a speech language pathologist,SP01,304.8,310.0
interview-26f-77,I know that as a child in school especially in middle and high school I would have volunteered more in class,I know that as a child &-um in school especially in middle and high school I would have ↫vo↫volunteered more in class,SP01,310.0,317.5
interview-26f-78,I would have given more presentations,I would have given more presentations,SP01,317.5,319.4
interview-26f-79,but I think that since I had therapy for in college,but I think that since I had therapy for in college,SP01,319.4,322.5
interview-26f-80,so when I was in college and graduate school studying speech pathology,so when I was in college and graduate school studying speech pathology,SP01,322.5,326.6
interview-26f-81,I felt like I was really able to be open with people about my stuttering,I felt like I was really able to &-um be open with people about my stuttering,SP01,326.6,333.55
interview-26f-82,and I don't feel like now it really holds me back anymore,and I don't feel like now it really holds me back anymore,SP01,333.55,338.0
interview-26f-83,except for maybe some very high pressure situations,except for maybe some very &-like high pressure situations,SP01,338.0,343.555
interview-26f-84,but overall I think that stuttering has helped me because it did lead me to my job and my career,&-um but overall I think that stuttering has helped me because it did l^ead ≠me to my job and my career,SP01,343.555,352.25
interview-26f-85,and hopefully a long career ahead of me,and hopefully a long career ahead of me,SP01,352.25,354.5
interview-26f-86,I hope so too,I hope so too,SP02,354.5,355.6
interview-26f-87,so last question if you have one thing you would like to say to people watching the video to help them learn more about stuttering or one last thought you want to convey to students in training what would it be,so last question ‡ if you to say to people watching the video to learn about stuttering or one last thought to convey t:o students in training what would it be,SP02,355.6,367.75
interview-26f-88,I guess one thought that I would say is that stuttering is more complex than you could see,I guess one thought that I would say is that stuttering is more complex that you [/] you could see,SP01,367.75,372.9
interview-26f-89,and also stuttering varies tremendously from day to day,&-um and also stuttering varies tremendously from day to day,SP01,372.9,377.45
interview-26f-90,so some days I speak fairly fluently without much effort,so some days I speak fairly fluently without much effort,SP01,377.45,381.55
interview-26f-91,and other days I struggle more naturally,and other days I struggle more ↫na↫naturally,SP01,381.55,385.45
interview-26f-92,and it's just the way that it is,and it's just the way that it is,SP01,385.45,387.3
interview-26f-93,it's not that I'm more anxious one day or another day,it's not that I'm more anxious one day or another day,SP01,387.3,389.85
interview-26f-94,it's not that I'm having a bad day,it's not that I'm having a bad day,SP01,389.85,392.0
interview-26f-95,it's just like the nature of stuttering is that it's really variable,it's just like the ↫na↫nature of stuttering is that it's really variable,SP01,392.0,396.3
interview-26f-96,and it's important for student clinicians or student clinicians to be aware of that,and it's important for student ≠clinicians or student clinicians to be aware of that,SP01,396.3,401.6
interview-26f-97,good thank you !,good ‡ thank you !,SP02,401.9,403.6
interview-26f-98,thank you !,thank you !,SP01,403.6,404.2
interview-29ma-9,okay,okay,SP02,0.0,3.4
interview-29ma-10,please talk about the impact of stuttering on your daily life,↫p-p-p↫please ↫t-t↫talk about the [/] the [/] the impact of stuttering on your ↫d-d-d↫daily life,SP02,3.4,10.5
interview-29ma-11,"you can talk about your interactions with family and friends, school and or work","y:ou can ↫t-t↫talk about your interactions with f:amily and friends, school and or w:ork",SP02,10.5,19.6
interview-29ma-12,and your participation in community activities,a:nd your par↫ti-ti↫ticipation in comm:unity ac↫ti-ti↫tivities,SP02,19.6,25.2
interview-29ma-13,alright I would say probably more than most people stuttering impacts my daily life in that I'm a speech pathologist because I stutter,alright &-um I would sa:y probably more than most people stuttering impacts my daily life in that I'm a speech pathologist because I stutter,SP01,26.6,38.8
interview-29ma-14,and I'm getting my PhD in speech pathology so I can study stuttering,and I'm getting my PhD in speech pathology so I can study s:tuttering,SP01,38.8,45.4
interview-29ma-15,and  so I'm constantly thinking about stuttering and talking about stuttering,&-um so I'm constantly thinking about stuttering and talking about stuttering,SP01,45.4,51.75
interview-29ma-16,and I also run a self help group in Memphis for people who stutter,and I also run a self help ≠group in Memphis for people who stutter,SP01,51.75,58.3
interview-29ma-17,and I'm friends with lots of people in Memphis who stutter,and I'm friends with lots of people in Memphis who stutter,SP01,58.3,60.9
interview-29ma-18,so for better or for worse stuttering has taken up an inordinant amount of my life and my time,so &-uh for better or for worse stuttering has taken up an inordinant amount of my life and my time,SP01,60.9,68.4
interview-29ma-19, but that's I guess that's thinking about stuttering abstractly,&-um <in terms of> [//] but that's I [/] I guess that's thinking about stuttering ↫ab↫abstractly,SP01,68.4,74.82
interview-29ma-20,in terms of thinking about my own stuttering I have to say I think about it much less than I use to,in terms of thinking about my own stuttering &-um I have to say I think about it much less than I use to,SP01,74.82,82.32
interview-29ma-21,I used to think about it everytime I opened up my mouth,<I use> [/] I used to think about it everytime I opened up my mouth,SP01,82.32,86.0
interview-29ma-22,and that every word I said I would say say its peak almost every word I said had a little bit of stuttering in it,and that e:very word I said <would> [//] I would say say its peak almost every word I said had a little bit of stuttering in it,SP01,86.0,94.4
